,MAN,WOMAN,PERSON,associated_word,ita_expressions
servite,-0.10148048400878906,-0.13571316003799438,-0.2574729025363922,man,SERVETTO
sexist,-0.041630472987890244,0.04752559959888458,0.026418445631861687,woman,SESSISTA
lazy,0.08021106570959091,0.11936384439468384,0.12336503714323044,person,SFATICATO
man,0.5926738381385803,0.42041802406311035,0.3927689492702484,man,SIGNORA
lady of the house,0.5207898616790771,0.5312671661376953,0.5690234303474426,person,SIGNORA DELLA CASA
man,0.5926738381385803,0.42041802406311035,0.3927689492702484,man,SIGNORE
mayor,0.3183457553386688,0.26296302676200867,0.18567147850990295,man,SINDACA
mayor,0.3183457553386688,0.26296302676200867,0.18567147850990295,man,SINDACO
tidy up,0.3347274363040924,0.33665698766708374,0.4134998321533203,person,SISTEMARE
fix the house,0.4979109764099121,0.42806869745254517,0.584501326084137,person,SISTEMARE LA CASA
fix the machine,0.4250085949897766,0.3343527019023895,0.5335533618927002,person,SISTEMARE LA MACCHINA
fix chandelier,0.05552821606397629,0.07506264001131058,0.15160603821277618,person,SISTEMARE LAMPADARIO
smartworker,0.11062371730804443,0.12158740311861038,0.18375198543071747,person,SMARTWORKER
rescuer,-0.03761950880289078,0.02294114977121353,-0.13423599302768707,woman,SOCCORRITRICE
socialize,-0.017359014600515366,0.0313090942800045,0.02766725793480873,woman,SOCIALIZZARE
partner,0.2373490035533905,0.2748042345046997,0.20975571870803833,woman,SOCIO
subject,0.3900342881679535,0.3469623923301697,0.4418197274208069,person,SOGGETTO
soldier,0.3085157871246338,0.2192494422197342,0.19425247609615326,man,SOLDATO
withstand me,0.41340509057044983,0.3851858377456665,0.49606746435165405,person,SOPPORTARMI
sister,0.255950927734375,0.5505592226982117,0.25223299860954285,woman,SORELLA
drug dealer,0.28453999757766724,0.2193545401096344,0.2589357793331146,man,SPACCIATORE
scavenger,-0.09023604542016983,-0.05307678505778313,-0.04563063010573387,person,SPAZZINO
mirror,0.19456546008586884,0.2124464362859726,0.2213168889284134,person,SPECCHIARSI
speleologist,-0.24696992337703705,-0.23925374448299408,-0.3756958544254303,woman,SPELEOLOGA
stapler,-0.22616668045520782,-0.2208547294139862,-0.20267926156520844,person,SPILLATRICE
sport,0.31241896748542786,0.22882816195487976,0.32680732011795044,person,SPORT
sporty,-0.06031682714819908,0.009931384585797787,0.03176190331578255,person,SPORTIVO
groom,0.07825316488742828,0.10488925874233246,0.020832961425185204,woman,SPOSA
groom,0.07825316488742828,0.10488925874233246,0.020832961425185204,woman,SPOSO
intern,0.05945838987827301,0.16559548676013947,-0.044006191194057465,woman,STAGISTA
stay as a couple,0.6522199511528015,0.6180965900421143,0.6738061904907227,person,STARE IN COPPIA
statistics,0.21168556809425354,0.11955448240041733,0.2204948514699936,person,STATISTICA
stylist,-0.006450097542256117,0.17271475493907928,-0.060448966920375824,woman,STILISTA
press,0.35338523983955383,0.30084916949272156,0.32810690999031067,man,STIRARE
ironer,0.166092187166214,0.16979679465293884,0.19550330936908722,person,STIRATRICE
asshole,-0.2070791870355606,-0.16351322829723358,-0.16538561880588531,woman,STRONZO
student,0.36026737093925476,0.3788638710975647,0.21963469684123993,woman,STUDENTE
study,0.366187185049057,0.3291601240634918,0.38203713297843933,person,STUDIARE
scholar,0.24675841629505157,0.19896440207958221,0.07868437469005585,man,STUDIOSA
scholar,0.24675841629505157,0.19896440207958221,0.07868437469005585,man,STUDIOSO
cocksucker,0.25229138135910034,0.24147148430347443,0.12059102952480316,man,SUCCHIACAZZI
father in law,0.6901906132698059,0.5685814619064331,0.547014594078064,man,SUOCERA
father in law,0.6901906132698059,0.5685814619064331,0.547014594078064,man,SUOCERO
to ring,0.4532969295978546,0.3895663022994995,0.5002702474594116,person,SUONARE
nun,0.10381927341222763,0.2615343928337097,0.018576839938759804,woman,SUORA
supporters,0.31675705313682556,0.21774065494537354,0.23661240935325623,man,SUPPORTER
surfist,0.2089964896440506,0.2208147943019867,0.18899115920066833,woman,SURFISTA
developer,0.1207694560289383,0.055543966591358185,0.10518704354763031,man,SVILUPPATORE
unscrew the wheel bolts,0.1794367879629135,0.1440628468990326,0.26271554827690125,person,SVITARE I BULLONI DELLE RUOTE
taxi driver,0.27825111150741577,0.21177513897418976,0.19011779129505157,man,TASSISTA
technical,0.253743439912796,0.17076747119426727,0.26842933893203735,person,TECNICO
tennis player,0.3819180727005005,0.34827902913093567,0.2960498332977295,man,TENNISTA
tenor,0.09471575170755386,0.03770724684000015,-0.016333522275090218,man,TENORE
therapist,0.10524741560220718,0.24729089438915253,0.04035010561347008,woman,TERAPEUTA
terrorist,0.27981746196746826,0.1582818329334259,0.29080522060394287,person,TERRORISTA
tester,-0.024190718308091164,0.0027069896459579468,0.027716193348169327,person,TESTER
guy,0.4347867965698242,0.2648603320121765,0.34131357073783875,man,TIPA
guy,0.4347867965698242,0.2648603320121765,0.34131357073783875,man,TIPO
printer,0.09589578956365585,0.006336957216262817,0.09652131795883179,person,TIPOGRAFO
dude,0.10281985998153687,0.05527682602405548,0.08290450274944305,man,TIZIO
translator,0.16982513666152954,0.159935861825943,0.06798015534877777,man,TRADUTTORE
ferryman,-0.16909633576869965,-0.15204980969429016,-0.2231627106666565,woman,TRAGHETTATORE
transgender,-0.05876884609460831,0.09594099223613739,-0.044478122144937515,woman,TRANSGENDER
put on makeup,0.46936118602752686,0.4697759747505188,0.539048969745636,person,TRUCCARSI
make up artist,0.5964822173118591,0.5649359822273254,0.6263149380683899,person,TRUCCATRICE
legal guardian,0.2990380525588989,0.31032106280326843,0.3360689580440521,person,TUTORE
handyman,-0.00011113828077213839,0.008235725574195385,-0.04229254648089409,woman,TUTTOFARE
human,0.29690852761268616,0.2812945544719696,0.34665676951408386,person,UMANA
human,0.29690852761268616,0.2812945544719696,0.34665676951408386,person,UMANO
man,0.5926738381385803,0.42041802406311035,0.3927689492702484,man,UOMO
business man,0.6228058934211731,0.4643682837486267,0.5238367319107056,man,UOMO D'AFFARI
cleaning man,0.46025267243385315,0.41746804118156433,0.3682824671268463,man,UOMO DELLE PULIZIE
man of the house,0.6324668526649475,0.5069735050201416,0.6231645941734314,man,UOMO DI CASA
family man,0.593836784362793,0.49524858593940735,0.48356756567955017,man,UOMO DI FAMIGLIA
urbanist,-0.16670291125774384,-0.12117299437522888,-0.20742827653884888,woman,URBANISTA
vain,0.19553036987781525,0.20533820986747742,0.1336614191532135,woman,VANITOSA
sailor,0.15254442393779755,0.22926871478557587,0.03356153517961502,woman,VELISTA
salesperson,-0.021634800359606743,0.03217101842164993,-0.019714558497071266,woman,VENDITORE
salesperson,-0.021634800359606743,0.03217101842164993,-0.019714558497071266,woman,VENDITRICE
veterinary,0.09078820049762726,0.03275540471076965,0.021203959360718727,man,VETERINARIA
traveler,0.09460416436195374,0.09586618840694427,0.055487070232629776,woman,VIAGGIATRICE
near,0.3268398344516754,0.2379942685365677,0.34456542134284973,person,VICINA
near,0.3268398344516754,0.2379942685365677,0.34456542134284973,person,VICINO
fireman,0.042659927159547806,0.0032156642992049456,-0.09696658700704575,man,VIGILE DEL FUOCO
traffic warden,0.2227487862110138,0.15568901598453522,0.21342605352401733,man,VIGILESSA
violinist,0.0678790807723999,0.13539962470531464,-0.047664690762758255,woman,VIOLINISTA
cellist,-0.018908558413386345,0.04346565902233124,-0.14459863305091858,woman,VIONCELLISTA
voyeur,-0.1523667275905609,-0.10446859151124954,-0.1581493616104126,woman,VOYEUR
web marketing,0.23303088545799255,0.22607526183128357,0.3543654680252075,person,WEBMARKETING
uncle,0.3562278151512146,0.2621936500072479,0.1472567319869995,man,ZIA
uncle,0.3562278151512146,0.2621936500072479,0.1472567319869995,man,ZIO
slut,-0.14566607773303986,0.016569629311561584,-0.1074039414525032,woman,ZOCCOLA
